idstd,id,a4a,a6a,a2,a1c,competition_select,tax_select,vat_applicable,a4b_v4,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c32,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c33,c34,c34b,c34bx,c152,c162,c172,c35a,c35b,c22b,c36,c37,c38,c39,c40a,c40b,c41a,c41b,c42,c30a,d1a1a,d1a6a,d1a6b,d1a6c,d1a6cx,d1a3,d2,d2x,d2a1,d2a1x,n3,n3x,d3a,d3b,d3c,d31x,d32,d4a,d4b,d33a,d33b,d34,d35,d36a,d36b,d37,d8,d12a,d12b,d13,d38x,d39,d14a,d14b,d40a,d40b,d41,d30a,d30b,o1,o2,o3a,o3b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e31a,e31b,e6,e11,e32,e33,e34,e35,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,g2,g3,g4,g31,g32,g33,g5a,g5b,g5bx,g30a,ge3,ge3a,ge7,ge8d,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k82,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k162,k17,k20a1,k31,k32,k21,k33,k34,k35,k36,k37,k38,k39,k40,k30,j31,j2,j3,j4,j5,j32,j33,j34,j35a,j35b,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,i30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,l31,l32,l33,l34,l35,l36,l1a,l6,l6a,l8,l37,l38,l39,l40,l41,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2a2,n2b,n2k,n2l,n2e,n2i,n2a1,n2e1,n7a,n11,n12,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,b1_RWA
1188661,2952,3,1,3,1,0,0,1,56,3,1,12,2,0,1,6,7,2023,16,53,2022,12,31,33,Int22RWA,,,,,,3,,1,100,0,0,0,2,,2022,6,2018,15,2,2,,2,,,,1165,2,,,,,,2,,2,,,,199,1.0,,2,,,,,2,2,,,-7,,,,,-9,1,6,,,,,70,14400000.0,fourteen million four hundred thousand,,,-7.0,,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,-7,1,1.0,4,4,,,,,,,,,,,,1,-4,,50.0,2,2,3,2,2,,0,2,,,,2,,,2,,,2,,,2,,,,,,3,2,,2,2,70,0,30,0,0,2,,,,,,,,,,,,,,,,,,1,2,1,3.0,2022.0,4000000.0,1.0,2.0,2.0,2.0,1.0,2.0,20000000.0,1.0,3500000.0,2,1,,1.0,600000.0,30.0,2,60,5.0,0.0,1.0,1.0,30,5.0,1.0,2,4,0,1,6.0,2.0,1.0,1.0,3,,3.0,2,2,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,1,3,4,5,2,6,7,1,12,-7,,,4,3,5,,,6.0,,8.0,2,,,,,,,0,,,2,,,0,0,,,1,1.0,5000.0,2,,0,0,1,1,4,12,13,11,14,2,6,3,8,10,5,15,7,9,6300000.0,240000.0,1440000,960000,120000,,,,,,3,18,6,7,2023,18,10,1,4,1,,,3,1,2,3,5630,3,1,3,0,12.808496,14.247824,17.146276,38,3
1188662,2955,3,2,3,1,1,0,1,55,3,3,65,2,0,1,1,9,2023,9,24,2022,12,31,33,Int13RWA,,,,,,4,,1,100,0,0,0,1,100.0,2008,29,2008,21,2,1,HACCP,2,,,,11500,1,2.0,0.0,50.0,1.0,,1,15.0,2,,,,1300,1.0,,2,,,,,1,2,,,1,3.0,,10.0,,4,2,51,98.0,23000.0,3.0,,100,950000000.0,nine hundred and fifty million,,,87000000.0,eighty-seven million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,1,0,2,,4,4,3.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,,1.0,3.0,2,-4,2.0,,2,2,1,1,2,,0,1,2.0,Fitness Gym in the Hotel,before we don't have gym in our hotel through the needs of our clients we decided to introduce it.,1,services improvement,we have added new rooms and upgrading our kitchen with new service,2,,,1,15.0,2.0,2,,,,,,2,2,,2,1,100,0,0,0,0,1,55000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,1,2,1,1.0,2016.0,1250000000.0,1.0,1.0,2.0,2.0,2.0,2.0,1500000000.0,7.0,650000000.0,2,4,7.0,,,,1,92,1.0,0.0,0.0,300000.0,100,1.0,0.0,2,4,12,2,,,,,1,,48.0,1,1,-6,,,1,4.0,1,45.0,0.0,,2,,,2,,,2,0,0,0,0,0,0,5,3,4,6,7,2,1,65,15,,,50,15,0,,,37.0,60.0,,1,,,,,,37.0,15,15.0,,2,,,40,10,6.0,1.0,2,,,1,1.0,0,2,1,5,3,8,6,11,13,15,7,2,12,14,10,1,9,4,132000000.0,24000000.0,24000000,1500000,5400000,,,,,,48,3,1,9,2023,11,4,2,4,1,,,2,2,2,3,5510,3,2,3,0,1.8947839,2.0867996,2.5074034,42,4
1188663,2957,3,2,3,1,1,1,1,55,3,3,25,2,0,1,1,9,2023,12,19,2022,12,31,33,Int13RWA,,,,,,3,,1,100,0,0,0,1,100.0,2019,21,2019,10,1,2,,2,,,,600,1,20.0,2.0,0.0,5.0,,1,50.0,2,,,,180,1.0,,1,15.0,6.0,5.0,,1,1,2.0,170000.0,1,2.0,,1.0,,4,3,51,65.0,600.0,3.0,,100,240000000.0,two hundred and forty million,,,17200000.0,seventeen million two hundred thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,1,0,1,2.0,4,4,2.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,,1.0,1.0,2,-4,2.0,,2,2,1,2,2,,0,1,2.0,outside catering services,so clients call us for an order and we deliver them wherever they are.,1,happy hour for our client,on Saturday at 7:00 pm to 8 pm we offer to our clients a happy hour.so when clients paid a pair of drinks we add him another one.,2,,,2,,,2,,,,,,4,2,,2,1,100,0,0,0,0,1,7000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,1,2,4,,,,,,,,,,,,,2,4,3.0,,,,1,95,5.0,0.0,0.0,120000.0,90,1.0,0.0,2,1,2,1,4.0,2.0,1.0,1.0,3,96.0,,1,1,1,-5.0,,2,,2,,0.0,,2,,,1,1.0,2.0,3,1,0,0,0,0,3,5,3,2,4,6,7,1,23,10,,,15,5,3,,,15.0,60.0,,1,,,,,,8.0,2,2.0,,1,4.0,0.0,2,2,1.0,2.0,1,1.0,0.0,2,,0,0,14,15,12,2,13,9,7,1,3,8,11,14,10,6,4,5,14400000.0,6000000.0,6000000,4800000,300000,,,,,,48,1,1,9,2023,14,9,1,4,1,,,2,2,2,3,5510,3,2,3,0,1.8947839,2.0867996,2.5074034,42,3
1188664,2964,2,2,3,1,1,0,1,14,1,3,38,2,0,1,1,9,2023,8,31,2022,12,31,33,Int20RWA,,,,,,5,,1,100,0,0,0,1,5.0,2012,10,2013,18,2,1,ISO 8559-2,1,25.0,2.0,13000.0,40,1,1.0,0.0,50.0,11.0,,1,15.0,2,,,,20,1.0,,2,,,,,1,1,9.0,200000.0,1,1.0,,2.0,,4,3,1,,,,,58,410000000.0,four hundred and ten million,490200000.0,four hundred and ninety million two hundred thousand,300000000.0,three hundred million,60,15,25,Burundi,2.0,2.0,,6.0,,1.0,1.0,3.0,,5.0,2014.0,35,65,1.0,China,1.0,5.0,,8.0,,10.0,4,3,1,1.0,1,1,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3,4,,,1,1,1,1,2,,2,1,1.0,"we have Jodhpurs, Tapered, Jumpsuits, skort and we add new types of women summer Pants clothes",type of women summer pants clothes this new models are different totaly with other.,1,kopa campany provide different shop in many area for exposition of our all product for decentalization to our client and provide affordeble price to our product,before we hhave not way of get our product around our client they come to the shop only.,2,,70.0,1,25.0,1.0,1,12.0,20.0,,,,3,2,,2,2,65,10,0,25,0,1,0.0,26000000.0,,18000000.0,,0.0,,0.0,,0.0,,8000000.0,,0.0,1.0,6000000.0,0.0,1,1,4,,,,,,,,,,,,,2,1,,2.0,12.0,30.0,1,60,1.0,1.0,3.0,28000.0,50,2.0,2.0,3,3,1,1,3.0,1.0,1.0,16.0,2,,50.0,1,2,1,20.0,,1,3.0,1,40.0,10.0,,1,15.0,2.0,2,,,4,1,3,4,4,3,4,2,6,4,7,1,3,5,35,28,26.0,9.0,15,7,4,7.0,3.0,,87.0,,2,,,,,,,7,5.0,2.0,1,3.0,4.0,39,4,4.0,6.0,1,4.0,120300.0,1,1.0,3,2,10,2,9,7,8,13,3,11,1,6,12,5,14,15,4,10,20600000.0,200700.0,530000,190000,150000,700000.0,,20800700.0,700000.0,58000000.0,8,11,1,9,2023,10,54,1,1,1,,,2,2,2,3,1410,3,4,2,0,1.0,1.0,1.0,47,5
1188665,2967,2,2,3,1,0,1,1,10,1,3,25,2,0,1,1,9,2023,16,40,2022,12,31,33,Int20RWA,,,,,,3,,2,100,0,0,0,2,,2014,15,2014,30,1,1,ISO 9001,2,,,,250,1,1.0,1.0,50.0,15.0,,1,20.0,1,30.0,2.0,350000.0,69,1.0,,1,2.0,3.0,,400000.0,1,1,4.0,180000.0,2,,,,,2,4,1,,,,,80,78740000.0,seventy-eight million seven hundred and forty thousand,79300000.0,seventy-nine million three hundred thousand,30000000.0,thirty million,80,20,0,,,,,,,,,,,,2016.0,60,40,2.0,,,,,,,,2,4,2,,3,3,3.0,1.0,2.0,1.0,2.0,5.0,3.0,2.0,,4.0,1.0,2,5,,26.0,2,1,1,1,2,,2,1,1.0,better supermakert for you have new prodact of sousage beaf this proct our client like it so much and help us to increase number of our client.,this product is totaly different because before we have bakery service at level of 98% then sousage are 98% prepared in beaf meat.,1,we construct the cold roms fore keep our product sefer and eacher rom have specific tempurature according to the product to put in that cold rom.,before we are at hight level of food wested because of temperuture,2,,75.0,2,,,2,,,,,,2,1,600000.0,2,1,70,20,0,0,10,1,6600000.0,0.0,,5300000.0,,0.0,,0.0,,0.0,,0.0,,1300000.0,1.0,2000000.0,0.0,1,1,2,1.0,2023.0,50000000.0,1.0,2.0,2.0,2.0,1.0,2.0,115000000.0,1.0,0.0,1,4,7.0,,,,2,80,5.0,2.0,1.0,2500.0,20,1.0,3.0,3,3,0,1,1.0,2.0,1.0,12.0,2,41.0,,2,2,2,,3.0,1,3.0,2,,-9.0,,2,,,2,,,2,0,1,4,4,0,4,5,6,7,2,1,3,4,20,13,16.0,4.0,11,4,1,3.0,2.0,,,20.0,2,,,,,,,8,6.0,3.0,1,1.0,0.0,28,3,0.0,8.0,1,1.0,0.0,2,,3,3,8,10,14,11,12,5,13,4,8,7,9,6,2,15,1,3,17008000.0,203000.0,3500000,95000,185000,-9.0,,27000000.0,18752000.0,80000000.0,6,7,1,9,2023,19,14,1,1,1,,,2,2,2,3,1071,3,4,2,0,1.0,1.0,1.0,47,3
1188666,2984,1,2,3,1,1,1,1,47,2,3,15,2,0,1,5,9,2023,11,39,2022,12,31,33,Int1RWA,,,,,,3,,1,100,0,0,0,2,,1978,2,1978,40,2,2,,2,,,,600,2,,,,,,2,,2,,,,10,1.0,,2,,,,,2,2,,,2,,,,,4,0,2,,,,,80,20000000.0,twenty million,,,22000000.0,twenty-two million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,4,4,,,,,,,,,,,,2,5,3.0,,2,1,3,1,2,,0,2,,,,2,,,2,,,2,,,2,,,750.0,3.0,,0,2,,2,2,70,10,5,5,10,2,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,2,1,,1.0,100000.0,60.0,1,10,1.0,2.0,1.0,10000.0,0,,,0,4,40,1,1.0,2.0,1.0,2.0,1,30.0,,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,0,7,6,4,5,2,1,3,15,15,,,5,8,2,,,2.0,5.0,,2,,,,,,,15,15.0,,2,,,15,15,5.0,12.0,2,,,1,2.0,0,0,-7,12,6,11,4,13,1,3,7,10,14,8,9,2,15,5,14400000.0,0.0,1800000,180000,240000,,-9.0,,,,40,30,5,9,2023,12,47,1,1,1,,,1,2,2,3,4789,3,2,1,0,1.9440215,2.1958804,2.699439,40,3
1188667,2993,3,1,3,1,0,0,1,56,3,3,7,2,0,1,6,7,2023,18,21,2022,12,31,33,Int22RWA,,,,,,3,,1,100,0,0,0,1,100.0,2022,6,2018,10,1,2,,2,,,,679,2,,,,,,2,,2,,,,199,1.0,,2,,,,,2,2,,,-7,,,,,-9,1,52,,,,,70,12800000.0,twelve million eight hundred thousand,,,-7.0,,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,-7,2,,3,3,,,,,,,,,,,,1,-4,,50.0,2,2,3,2,2,,2,2,,,,2,,,2,,,2,,,2,,,,,,3,2,,2,2,70,30,0,0,0,2,,,,,,,,,,,,,,,,,,1,2,1,1.0,2022.0,6000000.0,1.0,2.0,2.0,2.0,1.0,2.0,20000000.0,1.0,4000000.0,1,1,,1.0,750000.0,30.0,2,60,5.0,0.0,1.0,1.0,40,5.0,1.0,1,4,0,1,4.0,2.0,1.0,1.0,2,,2.0,2,2,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,0,1,4,6,5,7,3,2,7,-7,,,2,4,1,,,4.0,,6.0,2,,,,,,,0,,,2,,,0,0,,,2,,,2,,0,0,1,4,7,14,13,10,3,11,2,8,12,1,9,15,6,5,7440000.0,320000.0,840000,960000,120000,,,,,,3,18,6,7,2023,22,24,1,4,1,,,3,2,2,3,5610,3,1,3,0,12.808496,14.247824,17.146276,38,3
1188668,3008,3,1,3,1,1,0,1,56,3,3,6,2,0,1,22,1,2024,13,50,2023,12,31,33,Int21RWA,,,,,,3,,1,100,0,0,0,2,,2016,5,2016,10,2,2,,1,5.0,2.0,320500.0,200,2,,,,,,2,,1,3.0,2.0,482000.0,60,1.0,,2,,,,,1,1,7.0,55500.0,2,,,,,4,1,52,,,,,60,675325690.0,six hundred and seventy-five million three hundred and twenty-five thousand six hundred and ninety,,,580923580.0,five hundred and eighty million nine hundred and twenty-three thousand five hundred and eighty,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,3,3,,,,,,,,,,,,1,5,3.0,,2,2,3,1,2,,2,1,1.0,"Sauna, Massage and Reflexology services",Sauna was very rare and rare high demand in the market.,2,,,2,,,2,,,2,,,,,,0,2,,2,1,70,30,0,0,0,2,,,,,,,,,,,,,,,,,,1,1,4,,,,,,,,,,,,,1,4,3.0,,,,2,80,1.0,0.0,3.0,-9.0,80,1.0,2.0,2,3,50,1,2.0,2.0,1.0,3.0,3,,1.0,3,1,-6,,,2,,2,,0.0,,2,,,2,,,1,1,1,0,0,0,1,3,1,4,5,6,2,7,6,3,,,6,0,0,,,2.0,,6.0,2,,,,,,,0,,,2,,,6,0,,,1,1.0,0.0,2,,0,0,9,3,11,12,13,9,2,7,10,4,15,14,1,5,8,6,127555865.0,0.0,21062000,2535220,1200000,,,,,,40,40,22,1,2024,15,27,2,2,1,,,3,2,2,3,5610,3,1,3,0,12.808496,14.247824,17.146276,38,3
1188669,3045,1,1,3,1,0,1,1,16,1,3,8,2,0,1,27,9,2023,17,29,2022,12,31,33,Int13RWA,,,,,,5,,1,100,0,0,0,2,,2019,3,2019,6,2,2,,1,15.0,2.0,80000.0,856,1,7.0,1.0,25.0,8.0,,2,,2,,,,12,1.0,,1,6.0,2.0,0.0,,2,2,,,-7,,,,,3,3,1,,,,,100,43850000.0,forty-three million eight hundred and fifty thousand,38652000.0,thirty-eight million six hundred and fifty-two thousand,12890000.0,twelve million eight hundred and ninety thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,1,0,1,1.0,4,4,,,,,,,,,,,,1,36,,45.0,2,1,1,2,2,,3,1,2.0,sacristy products manufacturing,into this three years we have begun to produce sacristy materials made in wood that are supplied in Catholic parishes located around.,1,delivering,we have introduced a delivering service to clients that made order in our company,2,,65.0,2,,,2,,,,,,2,1,350000.0,2,1,100,0,0,0,0,1,3000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,,1,2,4,,,,,,,,,,,,,2,4,1.0,,,,2,40,5.0,0.0,0.0,16000.0,30,1.0,0.0,1,3,3,1,4.0,2.0,1.0,2.0,2,34.0,,1,1,-7,,,1,3.0,1,45.0,0.0,,2,,,2,,,2,0,0,0,0,0,0,6,2,7,1,5,3,4,6,4,4.0,2.0,4,0,0,0.0,1.0,,,4.0,1,,2.0,,2.0,,0.0,1,1.0,,2,,,6,0,,,2,,,1,2.0,0,0,8,14,2,11,4,15,3,8,7,12,9,1,13,10,6,5,7650000.0,740000.0,2632000,126000,66000,28600000.0,,5863000.0,23200000.0,320000000.0,30,3,27,9,2023,20,20,1,4,1,,,2,2,2,4,1629,3,1,1,0,11.266685,12.853849,15.826167,34,5
1188670,3046,1,1,3,1,0,1,1,15,1,3,6,2,0,1,11,8,2023,10,53,2022,12,31,33,Int20RWA,,,,,,3,,1,100,0,0,0,2,,2017,3,2017,10,2,2,,2,,,,19,1,2.0,4.0,40.0,,280000.0,2,,2,,,,1,1.0,,1,3.0,5.0,3.0,,1,2,,,2,,,,,-9,4,1,,,,,58,5100000.0,five million one hundred thousand,3740000.0,three million seven hundred and forty thousand,2800000.0,two million eight hundred thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,1,-9,2,,4,4,,,,,,,,,,,,1,-4,,35.0,2,1,1,2,1,1.0,3,1,1.0,"this is our new product we have; CHELSEA BOOT, DOUBLE MONK STRAP, CHUKKA BOOT, CAP TOE BARMORAL, PENNY LOAFER, DERBY, BROGUE, SPLITTOE BLUCHER",these product our client like it because is so good qualities and productivies because are strong enought.,2,,,2,,90.0,1,18.0,1.0,2,,,,,,2,2,,2,2,85,0,15,0,0,1,400000.0,600000.0,,700000.0,,0.0,,0.0,,300000.0,,0.0,,0.0,1.0,600000.0,0.0,1,2,2,2.0,2023.0,5000000.0,1.0,1.0,1.0,2.0,2.0,2.0,12000000.0,1.0,0.0,1,4,4.0,,,,2,40,5.0,2.0,0.0,3500.0,60,5.0,1.0,2,1,1,2,,,,,3,24.0,,2,2,2,,3.0,2,,2,,4.0,,2,,,2,,,3,2,2,1,4,4,3,5,2,6,4,1,3,7,11,11,8.0,3.0,8,0,0,1.0,0.0,,,2.0,2,,,,,,,0,,,1,1.0,0.0,12,1,0.0,7.0,2,,,2,,3,3,6,1,10,14,11,8,13,7,4,5,12,15,2,3,6,9,2050000.0,41630.0,65000,15000,0,40000.0,,1750000.0,35000.0,4300000.0,15,8,11,8,2023,12,51,1,1,1,,,2,2,2,3,1520,3,1,1,0,11.266685,12.853849,15.826167,34,3
1188671,3113,1,3,3,1,0,0,1,10,1,3,19,2,0,1,31,8,2023,10,6,2022,12,31,33,Int3RWA,,,,,,5,,2,40,0,60,0,2,,2012,42,2012,11,2,1,ISO 22000  and HACCAP,2,,,,32999,1,3.0,0.0,25.0,0.0,,1,-9.0,2,,,,1539,1.0,,2,,,,,2,1,14.0,4500000.0,2,,,,,4,0,1,,,,,100,1337682229.0,one billion three hundred and thirty-seven million six hundred and eighty-two thousand two hundred and twenty-nine,1304000000.0,one billion three hundred and four million,1200731000.0,one billion two hundred million seven hundred and thirty-one thousand,39,61,0,,,,,,,,,,,,2013.0,100,0,,,,,,,,,2,0,1,1.0,4,3,,,,,,,,,,,,3,5,,,2,1,1,2,2,,2,1,2.0,in way of new innovation we cucumber peels for get good product of potatom flour.,we cucumber peels the after three days we prepared it in machine.,1,before we have online order only but to day our client come to industry and give them what they need.,there in no need to use online command even they want to come to industry are acceptable.,2,,96.0,2,,,2,,,,,,2,2,,2,2,70,0,0,20,10,2,,,,,,,,,,,,,,,2.0,,,1,1,4,,,,,,,,,,,,,-9,1,,1.0,500000.0,90.0,1,55,1.0,3.0,1.0,450000.0,60,1.0,1.0,1,3,5,1,1.0,2.0,1.0,1.0,3,,5.0,1,1,1,-5.0,,2,,2,,0.0,,1,30.0,2.0,2,,,2,3,1,0,2,1,2,6,7,2,3,1,5,4,19,28,10.0,9.0,10,0,0,10.0,9.0,,100.0,,1,100.0,,0.0,,20.0,,0,,,1,1.0,12.0,205,205,102.0,3.0,1,1.0,120000.0,1,1.0,0,0,8,12,14,8,3,5,9,4,2,13,11,7,6,15,1,10,235766869.0,136464006.0,95396928,-9,11598000,444110740.0,,269916568.0,44287820.0,6538032000.0,50,10,31,8,2023,11,54,1,1,1,,,1,2,2,3,1061,3,3,1,0,1.5982682,1.7796057,1.9425845,44,5
1188672,3121,1,2,3,1,1,1,1,10,1,3,63,1,0,1,18,9,2023,9,44,2022,12,31,33,Int14RWA,2.0,1.0,1.0,1.0,,5,,2,85,10,5,0,1,12.0,2011,17,2012,24,2,2,,2,,,,1023,1,1.0,0.0,40.0,,2787000.0,1,5.0,1,30.0,2.0,403000.0,33,1.0,,1,2.0,3.0,,492000.0,1,1,9.0,280000.0,1,0.0,35.0,,80000.0,2,3,1,,,,,80,987346000.0,nine hundred and eighty-seven million three hundred and forty-six thousand,890413000.0,eight hundred and ninety million four hundred and thirteen thousand,606580000.0,six hundred and six million five hundred and eighty thousand,90,10,0,,,,,,,,,,,,2020.0,100,0,,,,,,,,,2,2,1,1.0,3,4,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,2,3,3.0,,2,2,3,1,1,2.0,0,1,1.0,We have introduced rice with long grain Grade 1. This product has a crucial important in business  because has been appliciated  by customers and it takes up to 53% among all commercial products,"This rice is defferent from other rices. First, it is longer. Second, it is smell good, and tastful",1,We facilitated their clients from different location where by  they built new shop of different kind of rice.,"Before a client has ordered the product almost  without know the type of product, and payment system was sometime difficult. We have differents samples of our product",2,,78.0,1,17.0,2.0,1,22.0,11.0,,,,2,2,,1,1,70,18,0,12,0,1,10450000.0,1742000.0,,6405000.0,,0.0,,0.0,,0.0,,5787000.0,,0.0,1.0,5200000.0,0.0,1,1,4,,,,,,,,,,,,,1,4,3.0,,,,1,45,1.0,2.0,1.0,18000.0,45,1.0,2.0,3,3,0,1,3.0,2.0,1.0,9.0,1,51.0,,1,2,1,13.0,,1,2.0,1,27.0,0.0,,2,,,2,,,2,0,2,4,4,2,4,5,1,2,4,6,7,3,71,54,53.0,18.0,37,11,5,7.0,11.0,,45.0,,2,,,,,,,0,,,1,4.0,2.0,77,6,5.0,5.0,2,,,1,1.0,3,3,15,5,1,13,14,6,11,15,12,10,8,7,2,9,4,3,47297300.0,437300.0,3252000,396452,100000,1742000.0,,49067223.0,842000.0,1500000000.0,12,8,18,9,2023,12,10,1,1,1,,,2,2,2,3,1061,3,2,1,0,1.9440215,2.1958804,2.699439,40,5
1188673,3148,1,1,3,1,0,1,1,46,3,1,5,2,0,1,18,8,2023,11,16,2022,12,31,33,Int6RWA,,,,,,2,,1,100,0,0,0,1,30.0,2020,2,2020,2,1,2,,2,,,,42,2,,,,,,2,,2,,,,1,1.0,,2,,,,,2,2,,,2,,,,,4,0,3,,,,,100,375000000.0,three hundred and seventy-five million,,,-7.0,,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,3,-7,2,,4,4,,,,,,,,,,,,2,5,,75.0,2,1,1,2,2,,2,2,,,,2,,,2,,,2,,,-7,,,,,,4,2,,2,2,100,0,0,0,0,2,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,2,4,3.0,,,,1,65,5.0,0.0,1.0,50000.0,1,1.0,1.0,4,-7,7,1,2.0,2.0,2.0,,1,34.0,,1,1,1,-5.0,,2,,2,,-9.0,,2,,,1,2.0,2.0,4,0,0,3,0,-7,4,3,4,6,1,5,7,2,5,-7,,,3,2,0,,,1.0,,3.0,1,,,,,,1.0,0,,,2,,,0,0,,,2,,,2,,0,0,1,11,12,6,10,5,7,2,13,14,8,3,15,1,9,4,2500000.0,0.0,36000,0,50000,,,,,,18,10,18,8,2023,12,34,2,4,1,,,1,1,1,2,4630,3,1,1,0,11.266685,12.853849,15.826167,34,2
1188674,3170,2,2,3,1,1,0,1,10,1,3,31,1,0,1,28,9,2023,9,38,2022,12,31,33,Int14RWA,2.0,1.0,2.0,1.0,,4,,1,100,0,0,0,1,10.0,2013,6,2015,30,2,2,,1,40.0,2.0,203000.0,91,1,1.0,3.0,0.0,,500000.0,1,20.0,1,65.0,-8.0,110000.0,44,1.0,,1,0.0,,,100000.0,2,2,,,-7,,,,,-9,3,1,,,,,75,43792000.0,forty-three million seven hundred and ninety-two thousand,-9.0,,50074300.0,fifty million seventy-four thousand three hundred,80,20,0,,,,,,,,,,,,2017.0,90,10,2.0,,,,,,,,3,3,1,1.0,2,4,2.0,1.0,1.0,2.0,,,,2.0,,-7.0,1.0,2,-4,3.0,,2,1,3,1,2,,1,1,2.0,"today are producing meat which are not consumed by human(knackeries) but shall be consume by other animals such as dog or pets, cut, pork etc... those meat was provided by slaughtered cow which are not fit , not healthy consulted  by veterinary","this product is different from the ordinary meats when they are provided from slaughtered cow which are not fit and not healthy consulted by veterinary of sector. those meats shall be consumed by dog , cut or sometime zooAnimals",1,this abattoir had bring a new faster and easy  method of stunning animal during slaughter procedures. they use C02 gas ( carbon dioxyde) this method is to render the animal unconscious ( as anesthetics),before they simply used knife on cervical vein to kill animal but today is totally different when they use anesthetic method to kill animal without making hurt or pain to animal,2,,70.0,1,30.0,-8.0,1,17.0,23.0,,,,1,1,2500000.0,1,1,60,0,22,18,0,1,15000000.0,0.0,50.0,,25.0,,0.0,,0.0,,25.0,,0.0,,2.0,,,1,1,4,,,,,,,,,,,,,2,1,,1.0,16.0,28.0,1,20,5.0,1.0,1.0,3300.0,20,5.0,2.0,3,3,1,1,3.0,2.0,1.0,13.0,2,,42.0,2,2,2,,4.0,1,3.0,1,30.0,7.0,,2,,,2,,,3,0,3,4,4,3,4,1,7,4,5,3,2,6,28,36,23.0,5.0,12,6,5,0.0,0.0,,,9.0,2,,,,,,,0,,,1,1.0,4.0,34,7,4.0,5.0,1,1.0,60000.0,1,2.0,3,4,8,10,2,4,12,3,9,11,13,6,7,14,5,15,8,1,9652400.0,77300.0,265200,476640,0,-9.0,,-9.0,-9.0,-9.0,6,4,28,9,2023,11,59,1,1,1,,,2,2,2,3,1010,3,4,2,0,1.0,1.0,1.0,47,4
