idstd,id,preference,rotation,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8a,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,ETHb2,ETHb2x,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,ETHc1,ETHc2,c12,c13,c14,c15,c16,c17,c22a,c22b,c30a,c30b,d1a1x,d1a2,d1a3,d2,d2x,d3a,d3b,d3c,d4,d5a,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d15a,d16,d17,ETHd1,ETHd2,ETHd3a,ETHd3b,ETHd3c,ETHd3d,ETHd3e,ETHd4,ETHd5a,ETHd5b,ETHd6,ETHd6a,ETHd7,ETHd8,ETHd9,ETHd9a,ETHd30,d30a,d30b,ETHt30a,ETHt30b,ETHt30c,ETHt30d,e1,e2b,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,ETHg1,ETHg2,ETHg3a,ETHg3b,ETHg3c,ETHg4,ETHg5,ETHg6,g6a,g6b,g6c,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc1,k3bc2,k3e,k3f,k3hd,k4,n5a,n5b,ETHk1a,ETHk1b,k5a,k5i,k5bc1,k5bc2,k5e,k5f,k5hdj,ETHk2,ETHk3a,ETHk3b,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,ETHk4,ETHk5,ETHk6,ETHk7,ETHk8a,ETHk8,ETHk9,k15b,k15c,k15d,k16,k17,k20a1,k21,ETHk10,k30,h7a,j2,j3,j4,j5,ETHj1,ETHj2,ETHj3,ETHj4,ETHj5,ETHj5x,ETHj6,ETHj7,ETHj30a,ETHj30b,ETHj30c,ETHj30d,ETHj30e,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,ETHl2a,ETHl2b,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2b,n2e,n2f,n2i,n2p,n3,n6a,n6b,n7a,n7b,ETHn1,ETHn2,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,stratificationregioncode,stratificationsizecode,stratificationsectorcode,panelcode,wstrict,wmedian,wweak,strata
590452,438,8,1,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Medium,Large,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1008,2001,19,6,2015,15,15,Partnership,,45,100,0,0,0,,,Yes,45.0,2006,90,Yes,2006,20,No,No,,No,,,Yes,4.0,1.0,1.0,5.0,,Yes,10.0,DONT KNOW (SPONTANEOUS),Increased,No,,,,,,Yes,Yes,Moderate Obstacle,Moderate Obstacle,Bedroom Renting,5510,85,20000000.0,   Twenty  Million,1,99,0,,,,,2006.0,NO LOSSES,NO LOSS,,,,,,,,Yes,1.0,Number of Application Still in Process,0.0,0.0,0.0,0.0,Private commercial banks,4000000.0,4000000.0,2.0,,90.0,No,,,Minor obstacle,No Obstacle,No Obstacle,Moderate  obstacle,DOES NOT APPLY,Very Severe  obstacle,Minor obstacle,,,,No,DOES NOT APPLY (SPONTANEOUS),No,,No,No,No,No,No,No,,,,No,,,,,,,,100,0,0,100,0,0,No,,,,,,No Obstacle,Yes,3.0,,No,,,No Obstacle,0,35,100,0,0,0,0,0,No,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,Size of loan and maturity were insufficient,,Yes,No change,Minor Obstacle,DONT KNOW (SPONTANEOUS),2,Yes,Times inspected or met with tax officials,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,Minor Obstacle,No Obstacle,Very Severe Obstacle,Does Not Apply,Does Not Apply,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),,,,,,,,DON'T KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),,,,,DONT KNOW (SPONTANEOUS),No,,,Do Not Know,Does Not Apply,8,1,1250000,400000,,,,,26000000,,,,,Yes,750000.0,,5,Male,,4.0,Female,,,,19,6,2015,17,28,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,2,7,1,18.39,20.13,32.55,28.0
590453,439,29,3,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Services of motor vehicles,Wholesale,"No, does not match",Medium,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1003,2001,20,6,2015,8,23,Partnership,,70,100,0,0,0,,,Yes,30.0,1981,2,Yes,1981,33,No,No,,No,,,No,,,,,,Yes,40.0,DONT KNOW (SPONTANEOUS),Decreased,No,,,,,,Yes,Yes,Moderate Obstacle,Moderate Obstacle, Power Generator Distributer,5159,75,80000000.0,   Eighty Million,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,,Yes,45.0,23.0,0.0,0.0,0.0,22.0,State-owned banks or government agency,-9.0,-9.0,40.0,,12.0,No,,,Moderate obstacle,No Obstacle,Moderate Obstacle,Very Severe  obstacle,DOES NOT APPLY,No obstacle,Major obstacle,,,,No,No obstacle,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,,,No,,,,,,,,80,20,0,0,100,0,Yes,180.0,Yes,,,,Minor Obstacle,Yes,,150000.0,No,,,No Obstacle,3,50,50,15,35,0,0,0,Yes,3000000.0,2000000.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,1000000.0,0.0,Yes,Yes,Yes,State-owned banks or government agency,2014.0,23000000.0,Yes,Yes,No,No,Yes,No,23000000.0,10.0,12.0,No,,Yes,10.0,12.0,1.0,10000000.0,No,Yes,,Application was approved in part,Yes,Improved,Very Severe Obstacle,Strongly disagree,40,No,,,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Yes,2.0,NO PAYMENTS,,Yes,3.0,No,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,Moderate Obstacle,No Obstacle,41,25,17,15,,,,,,,,23.0,12,0.0,LESS THAN ONE MONTH,,,90,No,,,No Obstacle,Minor Obstacle,1,3,3000000,100000,,,,,46000000,,,,,Yes,500000.0,,33,Male,,,,,,,20,6,2015,9,45,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,2,7,1,18.39,20.13,32.55,28.0
590454,440,22,2,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Construction Section F:,Construction Section F:,"Yes, screener and sample frame info match",Medium,Large,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1003,2001,3,8,2015,13,40,Limited partnership,,50,100,0,0,0,,,Yes,50.0,2002,5,Yes,2002,25,No,Yes,ISO 9001,Yes,700.0,No,Yes,8.0,4.0,0.0,0.0,,Yes,3.0,DONT KNOW (SPONTANEOUS),Decreased,Yes,30.0,No,,,,Yes,No,Minor Obstacle,No Obstacle,Construction Service,4520,100,100000000.0,   One Hundred Million,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,,,,,,,,No,,,,,,,,,,,,,,,,No obstacle,No Obstacle,Minor Obstacle,No obstacle,DOES NOT APPLY,Minor obstacle,No obstacle,,,,No,DOES NOT APPLY (SPONTANEOUS),No,,No,No,No,No,No,No,,,,No,,,,,,,,90,10,0,0,100,0,Yes,90.0,Yes,,,,Major Obstacle,Yes,,600000.0,No,,,Does Not Apply,0,0,50,30,20,0,0,0,No,,,,,,,,,,,,No,,,Yes,Yes,Yes,Private commercial banks,2014.0,2000000.0,Yes,No,No,No,Yes,No,5000000.0,3.0,24.0,No,,No,,,1.0,2000000.0,Yes,No,No need for a loan - establishment had sufficient capital,,Yes,Worsened,Major Obstacle,Strongly disagree,50,Yes,Times inspected or met with tax officials,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Yes,NO PAYMENTS OR GIFTS ARE PAID,NO PAYMENTS,,No,,,No,,,No Obstacle,Minor Obstacle,No Obstacle,No Obstacle,Minor Obstacle,Moderate Obstacle,80,34,30,20,,,,,,,,DON'T KNOW (SPONTANEOUS),500,350.0,2.0,,,100,No,,,No Obstacle,No Obstacle,2,2,7000000,125000,,,,,50000000,,,,,Yes,1000000.0,,12,Male,,,,,,,3,8,2015,14,34,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,2,7,1,18.39,20.13,32.55,28.0
590455,441,35,3,Retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Construction Section F:,Wholesale,"No, does not match",Medium,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1008,2001,19,6,2015,12,31,Partnership,,50,100,0,0,0,,,Yes,50.0,1986,5,Yes,1986,35,No,No,,No,,,Yes,2.0,2.0,1.0,5.0,,Yes,2.0,DONT KNOW (SPONTANEOUS),Increased,No,,,,,,Yes,No,Minor Obstacle,No Obstacle, Wholesale The Merchandize Iron Product Like Buanbua,5143,60,28000000.0,   Twenty Eight Million,100,0,0,,,,,,DON'T KNOW,Losses due to breakage or spoilage as percentage of  the val,,,,,,,40.0,Yes,20.0,13.0,7.0,0.0,0.0,0.0,Private commercial banks,1200000.0,1200000.0,1.0,,120.0,No,,,Very Severe Obstacle,Moderate Obstacle,Moderate Obstacle,Moderate  obstacle,DOES NOT APPLY,Moderate  obstacle,Minor obstacle,,,,No,DOES NOT APPLY (SPONTANEOUS),Yes,Yes,No,No,Yes,Yes,No,No,,,,No,,,,,,,,0,100,0,70,30,0,No,,,-9.0,,,Major Obstacle,Yes,10.0,,No,,,No Obstacle,0,10,100,0,0,0,0,0,Yes,1600000.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,600000.0,0.0,Yes,No,Yes,Private commercial banks,2014.0,2000000.0,Yes,Yes,Yes,No,No,No,6000000.0,1.0,12.0,No,,Yes,1.0,12.0,1.0,2000000.0,No,Yes,,Application was approved in full,Yes,Improved,Very Severe Obstacle,Tend to agree,10,Yes,Times inspected or met with tax officials,No,Yes,Yes,Yes,Yes,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Tend to agree,No,,NO PAYMENTS,,No,,,No,,,Moderate Obstacle,Minor Obstacle,No Obstacle,No Obstacle,Does Not Apply,No Obstacle,40,39,32,33,,,,,,,,5.0,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,80,No,,,No Obstacle,No Obstacle,1,3,1200000,400000,,,20000000.0,,24000000,,,,,Yes,DONT KNOW (SPONTANEOUS),,7,Male,,,,,,,19,6,2015,14,33,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,1,2,7,1,18.39,20.13,32.55,28.0
590456,442,36,3,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Construction Section F:,Construction Section F:,"Yes, screener and sample frame info match",Medium,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1012,2001,19,6,2015,14,1,Limited partnership,,80,100,0,0,0,,,Yes,20.0,2001,5,Yes,2001,25,No,No,,Yes,30.0,No,Yes,10.0,2.0,0.0,5.0,,No,,,Increased,No,,,,,,Yes,No,Moderate Obstacle,Minor Obstacle,"Constructing Buildings, Schools",4520,100,-9.0,,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,,Yes,1.0,Number of Application Still in Process,0.0,0.0,0.0,0.0,Private commercial banks,2200000.0,-9.0,-9.0,,8.0,No,,,No obstacle,No Obstacle,No Obstacle,No obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,,,,No,No obstacle,No,,No,No,No,No,No,No,,,,No,,,,,,,,0,100,0,100,0,0,No,,,,,,Does Not Apply,No,,,No,,,No Obstacle,0,0,80,0,0,0,20,0,Yes,2200000.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,No,,,Yes,Yes,Yes,Private commercial banks,2013.0,2200000.0,Yes,No,Yes,No,Yes,No,3500000.0,1500.0,12.0,No,,No,,,1.0,2200000.0,No,Yes,,Application was approved in full,Yes,No change,No Obstacle,Strongly disagree,NO TIME WAS SPENT,Yes,Times inspected or met with tax officials,No,No,,,,,,,,DONT KNOW,DONT KNOW,DONT KNOW,DONT KNOW,DONT KNOW,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,26,17,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),,,,,,,,DON'T KNOW (SPONTANEOUS),85,15.0,6.0,,,60,No,,,No Obstacle,No Obstacle,8,3,4100000,14000,,,,,DON'T KNOW (SPONTANEOUS),,,,,Yes,250000.0,,3,Male,,,,,,,19,6,2015,15,0,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,2,7,1,18.39,20.13,32.55,28.0
590457,443,38,3,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Medium,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1009,2001,27,6,2015,11,5,Limited partnership,,20,100,0,0,0,,,Yes,40.0,2006,40,Yes,2006,8,No,No,,No,,,Yes,14.0,6.0,1.0,-9.0,,Yes,25.0,DONT KNOW (SPONTANEOUS),Increased,No,,,,,,Yes,Yes,Very Severe Obstacle,Very Severe Obstacle, Room Sells,5510,85,7260000.0,   Seven Million Two Hundred and Sixty Thousand,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,,,,,,,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,No Obstacle,No Obstacle,No obstacle,DOES NOT APPLY,No obstacle,DOES NOT APPLY,,,,No,DOES NOT APPLY (SPONTANEOUS),No,,No,No,No,No,No,No,,,,No,,,,,,,,100,0,0,100,0,0,No,,,,,,Major Obstacle,Yes,,45010.0,No,,,No Obstacle,-9,-9,100,0,0,0,0,0,No,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No change,Moderate Obstacle,Strongly agree,DONT KNOW (SPONTANEOUS),Yes,Times inspected or met with tax officials,No,No,,,,,,,,DOES NOT APPLY,DONT KNOW,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,Does Not Apply,No Obstacle,No Obstacle,55,48,40,36,,,,,,,,-9.0,11,5.0,3.0,,,40,No,,,No Obstacle,No Obstacle,8,3,1252800,186000,,,,,4920000,,,,,Yes,500000.0,,2,Male,,,,,,,27,6,2015,12,27,Truthful,Are in some case taken from books in some case estimates,Several visits,0.0,59.0,1,2,7,1,18.39,20.13,32.55,28.0
590458,444,39,1,Retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Services of motor vehicles,Services of motor vehicles,"Yes, screener and sample frame info match",Medium,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1001,2001,19,6,2015,9,12,Sole proprietorship,,100,100,0,0,0,,,Do Not know,,1994,2,Yes,1994,23,No,Yes,ISO9000C,No,,,No,,,,,,Yes,1.0,1.0,No change,No,,,,,,Yes,Yes,Minor Obstacle,Minor Obstacle, sale accessories of vehicles,5030,100,400000000.0,   Four Hundred Million,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,14.0,No,,,,,,,,,,,,,,,,Minor obstacle,Minor Obstacle,Minor Obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,,,,Yes,Minor obstacle,No,,Yes,No,No,No,No,No,,,,No,,,,,,,,100,0,0,100,0,0,No,,,1200.0,Square Yards,,No Obstacle,No,,,No,,,No Obstacle,0,40,100,0,0,0,0,0,Yes,1000000.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,480000.0,-9.0,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No change,No Obstacle,Tend to disagree,NO TIME WAS SPENT,Yes,Times inspected or met with tax officials,No,No,,,,,,,,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Strongly agree,No,,DONT KNOW (SPONTANEOUS),,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,42,38,25,20,,,,,,,,13.0,1,1.0,3.0,,,50,No,,,No Obstacle,No Obstacle,4,1,3000000,670000,,,-9.0,,300000000,,,,,Yes,37000000.0,,23,Male,,,,,,,19,6,2015,10,0,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,2,7,1,18.39,20.13,32.55,28.0
590459,445,9,1,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Services of motor vehicles,Services of motor vehicles,"Yes, screener and sample frame info match",Medium,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1012,2001,25,6,2015,11,39,Sole proprietorship,,100,100,0,0,0,,,No,,1994,10,Yes,1994,30,No,No,,No,,,Yes,4.0,6.0,0.0,-9.0,,Yes,90.0,DONT KNOW (SPONTANEOUS),Decreased,No,,,,,,No,No,Minor Obstacle,No Obstacle,Automotive Body  Maintenance,5030,70,4615034.0,   Four Million Six Hundred  and Fifteen Thousand  and Thirty   four,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,,No,,,,,,,,,,,,,,,,Moderate obstacle,Moderate Obstacle,Moderate Obstacle,No obstacle,No obstacle,No obstacle,No obstacle,,,,Yes,No obstacle,No,,No,No,No,No,No,No,,,,No,,,,,,,,100,0,0,100,0,0,No,,,,,,No Obstacle,No,,,No,,,No Obstacle,10,3,100,0,0,0,0,0,Yes,-9.0,-9.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,Yes,No,Yes,Private commercial banks,2013.0,1000000.0,Yes,Yes,Yes,No,Yes,No,6500000.0,500.0,24.0,No,,No,,,1.0,1000000.0,No,Yes,,Application was approved in full,No,No change,Major Obstacle,Strongly disagree,NO TIME WAS SPENT,Yes,5.0,No,No,,,,,,,,DONT KNOW,DONT KNOW,DONT KNOW,DONT KNOW,DONT KNOW,No,,NO PAYMENTS,,Yes,180.0,No,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,13,20,20,20,,,,,,,,-9.0,6,0.0,2.0,,,7,No,,,No Obstacle,No Obstacle,9,1,258545,4502,,,,,3082253,,,,,Yes,7000.0,,15,Male,,6.0,Male,,,,25,6,2015,12,38,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,2,7,1,18.39,20.13,32.55,28.0
590460,446,1,1,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Medium,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1008,2002,24,6,2015,11,39,Partnership,,75,100,0,0,0,,,Yes,25.0,1990,50,Yes,1990,24,No,No,,No,,,Yes,12.0,2.0,1.0,2.0,,Yes,15.0,DONT KNOW (SPONTANEOUS),No change,No,,,,,,No,No,Very Severe Obstacle,Moderate Obstacle,Renting Bedrooms,5510,80,3600000.0,   Three Million Six Hundred Thousand,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,,,,,,,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,Moderate Obstacle,Does Not Apply,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,,,,No,DOES NOT APPLY (SPONTANEOUS),No,,No,No,No,No,No,No,,,,No,,,,,,,,100,0,0,100,0,0,No,,,,,,Does Not Apply,Yes,,54000.0,No,,,Does Not Apply,50,85,0,100,0,0,0,0,No,,,,,,,,,,,,No,,,No,No,Yes,Private commercial banks,2014.0,2000000.0,Yes,Yes,Yes,No,No,No,5000000.0,3.0,12.0,No,,No,,,1.0,1000000.0,No,No,Size of loan and maturity were insufficient,,Yes,No change,Moderate Obstacle,DOES NOT APPLY,2,Yes,2.0,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,Does Not Apply,No Obstacle,50,50,55,60,,,,,,,,DON'T KNOW (SPONTANEOUS),10,8.0,2.0,,,20,No,,,No Obstacle,No Obstacle,8,1,960000,120000,,,,,3000000,,,,,Yes,DONT KNOW (SPONTANEOUS),,8,Male,,2.0,Male,,,,24,6,2015,13,4,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,1,2,7,1,18.39,20.13,32.55,28.0
590461,447,10,1,Retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Wholesale,Wholesale,"Yes, screener and sample frame info match",Medium,Large,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1008,2001,20,6,2015,9,56,Partnership,,33,33,67,0,0,Other (Specify),American,No,,2008,8,Yes,2008,6,No,No,,No,,,Yes,10.0,5.0,1.0,5.0,,Yes,5.0,10.0,Increased,No,,,,,,Yes,Yes,Minor Obstacle,Minor Obstacle, Wholesale Alcoholic Beverage Like  Whisky,5122,60,345000000.0,   Three Hundred and  Forty Five Million,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,90.0,Yes,6.0,6.0,0.0,0.0,0.0,0.0,Private commercial banks,3000000.0,3000000.0,1.0,,4.0,No,,,No obstacle,No Obstacle,Major Obstacle,Major obstacle,DOES NOT APPLY,Major obstacle,Moderate  obstacle,,,,Yes,Moderate obstacle,Yes,Yes,No,No,No,No,No,No,,,,No,,,,,,,,50,50,0,60,40,0,No,,,2000.0,Square Yards,,No Obstacle,No,,,Yes,,300000.0,Moderate Obstacle,40,50,100,0,0,0,0,0,Yes,2000000.0,0.0,5.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,2000000.0,3000000.0,Yes,No,No,,,,,,,,,,,,,,,,,,,,Yes,No,No need for a loan - establishment had sufficient capital,,Yes,Improved,No Obstacle,Strongly agree,2,Yes,6.0,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DONT KNOW,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,Very Severe Obstacle,Does Not Apply,No Obstacle,130,120,120,DONT KNOW (SPONTANEOUS),,,,,,,,5.0,5,0.0,12.0,,,40,No,,,No Obstacle,No Obstacle,7,1,8400000,12000,,,250000000.0,,260000000,,,,,Yes,75000.0,,6,Male,,6.0,Male,,,,20,6,2015,12,32,Truthful,Are taken directly from establishment records,Several visits,0.0,59.0,1,2,7,1,18.39,20.13,32.55,28.0
590462,449,14,2,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Large,Large,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1009,2001,30,6,2015,12,42,Limited partnership,,50,100,0,0,0,,,Yes,50.0,1993,50,Yes,1993,50,No,No,,No,,,Yes,15.0,2.0,1.0,3.0,,Yes,52.0,DONT KNOW (SPONTANEOUS),Increased,No,,,,,,Yes,No,Moderate Obstacle,Major Obstacle, Room Sell,5510,46,10900000.0,   Ten Million Nine Hundred Thousand,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,,Yes,1.0,Number of Application Still in Process,0.0,0.0,0.0,0.0,Private commercial banks,1600000.0,1600000.0,50.0,,5.0,DONT KNOW (SPONTANEOUS),,,Moderate obstacle,No Obstacle,Moderate Obstacle,Moderate  obstacle,DOES NOT APPLY,Moderate  obstacle,DOES NOT APPLY,,,,No,No obstacle,Yes,Yes,Yes,DONT KNOW (SPONTANEOUS),Yes,Yes,No,No,,,,No,,,,,,,,100,0,0,100,0,0,No,,,,,,Major Obstacle,Yes,1.0,,No,,,No Obstacle,5,30,0,24,76,0,0,0,Yes,3008000.0,0.0,0.0,0.0,40.0,0.0,20.0,40.0,0.0,0.0,0.0,Yes,200000.0,0.0,Yes,Yes,Yes,State-owned banks or government agency,2014.0,3000000.0,Yes,No,No,No,Yes,No,20000000.0,3.0,12.0,No,,No,,,1.0,3800000.0,No,No,Did not think it would be approved,,Yes,Improved,Moderate Obstacle,DOES NOT APPLY,5,No,,,Yes,Yes,No,Yes,,,,,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Yes,3.0,Percent of total annual sales paid as informal payment (%),,No,,,No,,,Moderate Obstacle,Moderate Obstacle,No Obstacle,No Obstacle,Moderate Obstacle,No Obstacle,105,112,125,134,,,,,,,,-9.0,7,1.0,12.0,,,40,No,,,Moderate Obstacle,Moderate Obstacle,1,2,1212637,201362,,,,,17000000,,,,,Yes,100000.0,,7,Female,,,,,,,30,6,2015,13,35,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,3,7,1,10.36,11.51,12.13,42.0
